DATE,HOUR,TEMPC
2014-01-15,20,9.593902088637083
2014-01-15,21,12.96145390288981
2014-01-15,22,11.781559208338606
2014-01-15,23,3.5125951234277206
2014-01-16,0,3.995086001257686
2014-01-16,1,7.4973092637363745
2014-01-16,2,9.6690371374181
2014-01-16,3,2.8592765581171453
2014-01-16,4,8.134079641354893
2014-01-16,5,3.5835191599482417
2014-01-16,6,9.244626546295333
2014-01-16,7,5.9880206370498446
2014-01-16,8,5.413637585097289
2014-01-16,9,7.658731849173742
2014-01-16,10,-1.3281322885308589
2014-01-16,11,1.3231125070965943
2014-01-16,12,-1.776669243252644
2014-01-16,13,3.626024204140778
2014-01-16,14,8.978486078787734
2014-01-16,15,7.778315652833678
2014-01-16,16,14.59381111038835
2014-01-16,17,16.379260449914458
2014-01-16,18,18.045548380469235
2014-01-16,19,22.51835746609461
2014-01-16,20,17.634051923077102
2014-01-16,21,16.03533198823974
2014-01-16,22,13.993324111249423
2014-01-16,23,9.899030867970795
2014-01-17,0,16.622654055492927
2014-01-17,1,16.298745267681927
2014-01-17,2,10.23213964165251
2014-01-17,3,12.00703376773177
2014-01-17,4,13.133461446217405
2014-01-17,5,8.383256521015577
2014-01-17,6,9.723698992104705
2014-01-17,7,9.009965083612336
2014-01-17,8,12.77000015725443
2014-01-17,9,12.807344336709756
2014-01-17,10,8.193927451294202
2014-01-17,11,9.474614341163416
2014-01-17,12,7.2845805260761
2014-01-17,13,8.354451617895885
2014-01-17,14,3.7707617951084593
2014-01-17,15,9.67792826857461
2014-01-17,16,9.009097372151327
2014-01-17,17,11.506628172651592
2014-01-17,18,13.18474175385795
2014-01-17,19,10.239125801362944
2014-01-17,20,11.957046935500983
2014-01-17,21,12.52377558036447
2014-01-17,22,12.221227372157614
2014-01-17,23,10.500096416392832
2014-01-18,0,7.548258509139648
2014-01-18,1,5.857090895024762
2014-01-18,2,4.623844056801532
2014-01-18,3,8.43767616514279
2014-01-18,4,7.445139675374032
2014-01-18,5,4.910389479305014
2014-01-18,6,2.0521319005494143
2014-01-18,7,-0.7547560871450218
2014-01-18,8,-1.2278888866757338
2014-01-18,9,4.774492408669862
2014-01-18,10,3.595268711563409
2014-01-18,11,4.950006775869999
2014-01-18,12,2.370685169407573
2014-01-18,13,-1.289400935414846
2014-01-18,14,10.89494829410664
2014-01-18,15,13.529042106535256
2014-01-18,16,14.071739376083029
2014-01-18,17,13.397641974061893
2014-01-18,18,13.715423330069749
2014-01-18,19,19.17188232522613
2014-01-18,20,20.59214890228268
2014-01-18,21,16.162272540765517
2014-01-18,22,22.22355351805773
2014-01-18,23,22.64781268916953
2014-01-19,0,15.673628060435307
2014-01-19,1,13.093942638243618
2014-01-19,2,12.506277377420547
2014-01-19,3,11.013494988262496
2014-01-19,4,9.602150927727916
2014-01-19,5,6.180549012310977
2014-01-19,6,6.380320731856909
2014-01-19,7,7.392361010614579
2014-01-19,8,4.669870814959919
2014-01-19,9,2.465449222619498
2014-01-19,10,1.48960100816443
2014-01-19,11,6.399396014332697
2014-01-19,12,4.89386891066015
2014-01-19,13,8.456622762249662
2014-01-19,14,6.014472736543183
2014-01-19,15,8.129170293047332
2014-01-19,16,13.76847749597782
2014-01-19,17,11.197600145561063
2014-01-19,18,17.47130197633727
2014-01-19,19,14.801722495556708
2014-01-19,20,17.124177117906196
2014-01-19,21,19.9844037051298
2014-01-19,22,13.31752804452812
2014-01-19,23,9.225924092268926
2014-01-20,0,15.206728480416231
2014-01-20,1,9.938660699518602
2014-01-20,2,9.54050882624626
2014-01-20,3,13.963982092251554
2014-01-20,4,7.807148449662379
2014-01-20,5,12.584685126371047
2014-01-20,6,11.562443115122704
2014-01-20,7,7.044391963901088
2014-01-20,8,8.631607506589829
2014-01-20,9,9.630186144270851
2014-01-20,10,3.3212680986892544
2014-01-20,11,7.289799116361344
2014-01-20,12,5.69538363618795
2014-01-20,13,3.7312757559139
2014-01-20,14,10.784776074850802
2014-01-20,15,9.995552956973494
2014-01-20,16,15.58759480540609
2014-01-20,17,23.223827954744703
2014-01-20,18,21.26891667009864
2014-01-20,19,20.81060002659293
2014-01-20,20,21.25582474773757
2014-01-20,21,22.39134648251792
2014-01-20,22,26.440609881903523
2014-01-20,23,15.147184537547236
2014-01-21,0,12.068928755307669
2014-01-21,1,17.056385156101605
2014-01-21,2,13.881727794152804
2014-01-21,3,14.789933742599244
2014-01-21,4,10.861830262242506
2014-01-21,5,11.113384464403811
2014-01-21,6,5.050130812968411
2014-01-21,7,12.151244868666954
2014-01-21,8,9.157049996329407
2014-01-21,9,3.5676314289087654
2014-01-21,10,2.5659752968606844
2014-01-21,11,4.8826115764224784
2014-01-21,12,5.961247985375026
2014-01-21,13,5.4253809429503415
2014-01-21,14,1.7170617900541951
2014-01-21,15,3.396967598714224
2014-01-21,16,4.855655941565372
2014-01-21,17,6.400474762251152
2014-01-21,18,5.760955637625133
2014-01-21,19,9.60165768680118
2014-01-21,20,8.410485873232307
2014-01-21,21,8.804014123174339
2014-01-21,22,8.61576932391503
2014-01-21,23,5.826505520882796
2014-01-22,0,9.451208604640708
2014-01-22,1,5.374365721706717
2014-01-22,2,4.546850306949377
2014-01-22,3,3.687300433922384
2014-01-22,4,1.4375025446637644
2014-01-22,5,0.3812642872499353
2014-01-22,6,-3.637216416834516
2014-01-22,7,4.922977568363219
2014-01-22,8,1.3020606401060597
2014-01-22,9,-7.9868413635444675
2014-01-22,10,1.7387548829917576
2014-01-22,11,-2.224015325149917
2014-01-22,12,1.8824069178284104
2014-01-22,13,-1.8999724187005136
2014-01-22,14,5.56616825107942
2014-01-22,15,7.870063027814527
2014-01-22,16,9.14520953687935
2014-01-22,17,15.881100874173384
2014-01-22,18,18.15716376847417
2014-01-22,19,13.518138561457835
2014-01-22,20,8.902136858314194
2014-01-22,21,14.721220627586536
2014-01-22,22,13.049662654402974
2014-01-22,23,12.408911707041865
2014-01-23,0,10.35961295561194
2014-01-23,1,8.637679607793553
2014-01-23,2,10.042505300916226
2014-01-23,3,10.45258037053368
2014-01-23,4,6.830028047352573
2014-01-23,5,8.085489966799521
2014-01-23,6,6.412741987225431
2014-01-23,7,1.3027399869371197
2014-01-23,8,1.2366658157577008
2014-01-23,9,7.5368268876570275
2014-01-23,10,5.642095905282465
2014-01-23,11,2.400440708177578
2014-01-23,12,4.079139752748628
2014-01-23,13,2.7660746985673863
2014-01-23,14,1.186041122482543
2014-01-23,15,-0.2617833183149973
2014-01-23,16,0.3843995341904189
2014-01-23,17,-2.1318567022704333
2014-01-23,18,0.0060766237114149
2014-01-23,19,-2.542739726744885
2014-01-23,20,1.8343308076503544
2014-01-23,21,-2.8801162356439045
2014-01-23,22,-3.607068505303518
2014-01-23,23,-0.6052566250318958
2014-01-24,0,-3.3238676316204794
2014-01-24,1,-3.570431177588956
2014-01-24,2,-4.179283627353317
2014-01-24,3,-4.742078468972318
2014-01-24,4,-2.5045235662958327
2014-01-24,5,-6.96399008541983
2014-01-24,6,-3.263738944259916
2014-01-24,7,-2.7441322503445824
2014-01-24,8,-5.301153809515843
2014-01-24,9,-5.9725463489052615
2014-01-24,10,-9.552176788348731
2014-01-24,11,-5.449875099050564
2014-01-24,12,-6.526095511644725
2014-01-24,13,-4.602895365588948
2014-01-24,14,-8.605709655217181
2014-01-24,15,-5.412128788337012
2014-01-24,16,-3.5549783956329786
2014-01-24,17,-2.7139830280989377
2014-01-24,18,2.693800529834385
2014-01-24,19,3.2103890358866884
2014-01-24,20,3.775289758266093
2014-01-24,21,10.189236036190035
2014-01-24,22,3.8007995653522144
2014-01-24,23,4.673093807461066
2014-01-25,0,2.849148045303311
2014-01-25,1,-0.266531087323643
2014-01-25,2,0.6280259816715268
2014-01-25,3,1.1679108489014758
2014-01-25,4,7.263462309828039
2014-01-25,5,0.6838461626975989
2014-01-25,6,-1.067912631565794
2014-01-25,7,-2.3306279474383724
2014-01-25,8,-2.4613107227035416
2014-01-25,9,-1.6512551984416382
2014-01-25,10,-3.963142861395848
2014-01-25,11,-0.5000301415921191
2014-01-25,12,-3.217933109492852
2014-01-25,13,-6.726546823369738
2014-01-25,14,3.391133465116429
2014-01-25,15,10.603015066147508
2014-01-25,16,10.353199984167643
2014-01-25,17,19.03933690435732
2014-01-25,18,20.180773006223934
2014-01-25,19,19.18129823084425
2014-01-25,20,21.43810658409989
2014-01-25,21,22.83150947185151
2014-01-25,22,19.94690482756495
2014-01-25,23,17.435269409424667
2014-01-26,0,13.086894887160735
2014-01-26,1,10.166438410035816
2014-01-26,2,11.61455947971839
2014-01-26,3,11.312657120183516
2014-01-26,4,2.050202780714173
2014-01-26,5,7.813896112104497
2014-01-26,6,10.667473606975804
2014-01-26,7,11.547432678145045
2014-01-26,8,10.295511568249353
2014-01-26,9,11.976975041406243
2014-01-26,10,11.96160473539518
2014-01-26,11,5.91519199119556
2014-01-26,12,7.257346334378525
2014-01-26,13,11.897363659031832
2014-01-26,14,13.553758076502689
2014-01-26,15,15.396474801809235
2014-01-26,16,18.23213019665739
2014-01-26,17,18.918177347377263
2014-01-26,18,22.031970021000426
2014-01-26,19,20.376505971549424
2014-01-26,20,25.078453467736765
2014-01-26,21,26.391856189902764
2014-01-26,22,25.715006354970026
2014-01-26,23,18.338842194961387
2014-01-27,0,15.123984286696226
2014-01-27,1,18.33337422198145
2014-01-27,2,16.882532510354494
2014-01-27,3,8.129996930442411
2014-01-27,4,7.4387213077072945
2014-01-27,5,6.053579318443648
2014-01-27,6,3.924841498695729
2014-01-27,7,11.818092663978303
2014-01-27,8,13.152910560180118
2014-01-27,9,8.210196634729682
2014-01-27,10,7.188902106279629
2014-01-27,11,1.8851120990877053
2014-01-27,12,1.3106564225601656
2014-01-27,13,1.5250284973371309
2014-01-27,14,3.409059025893092
2014-01-27,15,-0.3428455593096597
2014-01-27,16,3.8381284263408304
2014-01-27,17,4.793263159650106
2014-01-27,18,1.7471200424047262
2014-01-27,19,2.11070454948837
2014-01-27,20,3.0614618823774284
2014-01-27,21,3.720033646291209
2014-01-27,22,1.6935997588162266
2014-01-27,23,-0.5773029611640437
2014-01-28,0,-0.7366392629896009
2014-01-28,1,-4.629585802362648
2014-01-28,2,-3.1035734681516143
2014-01-28,3,-3.5366195060829257
2014-01-28,4,-6.5903723547775375
2014-01-28,5,-5.969496880165826
2014-01-28,6,-2.8926348965736137
2014-01-28,7,-4.105828083543023
2014-01-28,8,-8.936360061223903
2014-01-28,9,-7.809616458776865
2014-01-28,10,-6.286984741292652
2014-01-28,11,-7.882443769313863
2014-01-28,12,-0.8993956675251766
2014-01-28,13,-3.584583730632636
2014-01-28,14,-7.4668212674903485
2014-01-28,15,-3.6928136726727567
2014-01-28,16,-3.337752076550224
2014-01-28,17,-1.948215888186712
2014-01-28,18,1.4905022905814755
2014-01-28,19,3.392552408961792
2014-01-28,20,-1.2987297420708872
2014-01-28,21,3.4477815613266545
2014-01-28,22,3.6503824007788017
2014-01-28,23,-2.0130058283744963
2014-01-29,0,-4.097091654575436
2014-01-29,1,-4.450519812725932
2014-01-29,2,-4.646560417504629
2014-01-29,3,-2.7204218619214577
2014-01-29,4,0.1621534279652081
2014-01-29,5,-3.94135023719322
2014-01-29,6,-0.6614145195571788
2014-01-29,7,-9.043711727247286
2014-01-29,8,-0.6228602455809202
2014-01-29,9,-7.31832055276309
2014-01-29,10,-7.666173716623522
2014-01-29,11,-2.66377370335381
2014-01-29,12,-12.606011801948831
2014-01-29,13,-11.119929270137208
2014-01-29,14,-2.439408119543688
2014-01-29,15,-2.907757679946399
2014-01-29,16,0.8544706298128861
2014-01-29,17,-1.7913531616540763
2014-01-29,18,6.825602525809841
2014-01-29,19,10.415998276893408
2014-01-29,20,8.807723998968427
2014-01-29,21,6.558690242815316
2014-01-29,22,6.535051422000243
2014-01-29,23,6.131423106316562
2014-01-30,0,4.205955643104114
2014-01-30,1,7.223392142994832
2014-01-30,2,6.178512417308237
2014-01-30,3,-2.128594692953956
2014-01-30,4,5.099942674698385
2014-01-30,5,4.317368644247696
2014-01-30,6,-0.8268265869644482
2014-01-30,7,4.204118487773424
2014-01-30,8,0.2016417903724578
2014-01-30,9,-0.2848154723115277
2014-01-30,10,1.7679778726252988
2014-01-30,11,1.005372333691772
2014-01-30,12,-4.1919912380737285
2014-01-30,13,6.710099765220733
2014-01-30,14,7.1642590269726645
2014-01-30,15,4.752212897195765
2014-01-30,16,8.930550432700182
2014-01-30,17,10.230495341351164
2014-01-30,18,14.717227673718016
2014-01-30,19,13.898011864604127
2014-01-30,20,15.185315378836766
2014-01-30,21,19.38217684701
2014-01-30,22,13.475168164933413
2014-01-30,23,10.467709251775885
2014-01-31,0,12.653149493629
2014-01-31,1,11.024634875467171
2014-01-31,2,8.698615385098378
2014-01-31,3,11.435158123330856
2014-01-31,4,14.505759181374868
2014-01-31,5,15.955335745961069
2014-01-31,6,12.954267743061491
2014-01-31,7,13.190117897963212
2014-01-31,8,19.90536794258676
2014-01-31,9,10.496697205849689
2014-01-31,10,12.381333140193322
2014-01-31,11,10.820975482616522
2014-01-31,12,15.279669641981812
2014-01-31,13,12.36633459841309
2014-01-31,14,10.858117456161766
2014-01-31,15,16.82677523466108
2014-01-31,16,15.305419005729284
2014-01-31,17,18.53538593557091
2014-01-31,18,21.656252728500327
2014-01-31,19,18.66318383790196
2014-01-31,20,23.252607534147444
2014-01-31,21,26.830322642034147
2014-01-31,22,23.76330708579208
2014-01-31,23,22.169143583030987
2014-02-01,0,22.731220714822754
2014-02-01,1,20.40545764301008
2014-02-01,2,20.21168505467466
2014-02-01,3,17.00309993469606
2014-02-01,4,17.841110756658246
2014-02-01,5,20.90980388254144
2014-02-01,6,13.9045346400169
2014-02-01,7,21.68327100447902
2014-02-01,8,13.1397940353125
2014-02-01,9,14.920987680501154
2014-02-01,10,18.260909416054044
2014-02-01,11,6.633714984965375
2014-02-01,12,9.884553091678953
2014-02-01,13,9.804512259271492
2014-02-01,14,10.927842526727591
2014-02-01,15,7.0969066418420494
2014-02-01,16,6.128935831983055
2014-02-01,17,11.207321040481917
2014-02-01,18,6.454111323988633
2014-02-01,19,5.682102683186216
2014-02-01,20,6.712645395949371
2014-02-01,21,9.338831105849556
2014-02-01,22,8.935188624705377
2014-02-01,23,8.151834253431913
2014-02-02,0,4.393127571891967
2014-02-02,1,7.453385241592753
2014-02-02,2,6.699510007719415
2014-02-02,3,4.441732113409034
2014-02-02,4,6.577502760441803
2014-02-02,5,5.798738814341334
2014-02-02,6,4.458503906062941
2014-02-02,7,1.5581056963586892
2014-02-02,8,4.283455344136504
2014-02-02,9,0.4043329120522161
2014-02-02,10,1.021885065247567
2014-02-02,11,0.5303541279586925
2014-02-02,12,4.527141657812098
2014-02-02,13,2.1003295458940885
2014-02-02,14,-3.319426563063608
2014-02-02,15,-0.2120898056772156
2014-02-02,16,3.0150815949670364
2014-02-02,17,1.0187797715534117
2014-02-02,18,-1.3493229764316044
2014-02-02,19,2.1825571293980657
2014-02-02,20,1.271508222584522
2014-02-02,21,-0.6099916552360171
2014-02-02,22,-0.7669241833469231
2014-02-02,23,-4.700034552696583
2014-02-03,0,-2.0787464311971657
2014-02-03,1,1.1652263612073948
2014-02-03,2,-0.0825987417140736
2014-02-03,3,1.6768029246528164
2014-02-03,4,3.7499617464184
2014-02-03,5,-1.307778371876989
2014-02-03,6,1.6892001600055535
2014-02-03,7,-4.9195081827796665
2014-02-03,8,0.8429267763514736
2014-02-03,9,2.2555750601031046
